Sea-Bird SBE 9 Data File:,,,,,,,,,,,,,,,,,,,,,,,,,
FileName = C:\Users\CTD\Desktop\ctddata\SAV-17-11\cast002.hdr,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version Seasave V 7.26.1.8,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature SN = 6012,,,,,,,,,,,,,,,,,,,,,,,,,
Conductivity SN = 1909,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bytes Per Scan = 27,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Voltage Words = 3,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Scans Averaged by the Deck Unit = 1,,,,,,,,,,,,,,,,,,,,,,,,,
System UpLoad Time = Jun 17 2017 20:36:59,,,,,,,,,,,,,,,,,,,,,,,,,
SBE 11plus V 5.2,,,,,,,,,,,,,,,,,,,,,,,,,
" Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m], lat0", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta,kg/m^3]"," Density [sigma-t, kg/m^3 ]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET LabsCDOM [mg/m^3]"," Fluorescence, WET LabsWETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2], Flag
36.2136,24.8842,0,23.068,5.458767,54.587673,5.46E+04,1024.394,24.2956,24.2941,28.4906,32.594,0.442,0.4728,0.8273,2.9139,0,0.0867,0.1074,2.5641,95.781,10.92153,0,0,-0.03,0.00E+00
36.2388,24.868,0,23.089,5.460402,54.604015,5.46E+04,1024.4181,24.3196,24.3181,28.5146,32.6182,0.441,0.4728,0.8448,2.9146,0,0.0867,0.1087,2.5641,95.791,10.92252,0,0,-0.01,0.00E+00
36.237,24.8708,0,23.097,5.460469,54.604692,5.46E+04,1024.4159,24.3174,24.3159,28.5124,32.6159,0.439,0.4728,0.8448,2.9153,0,0.0867,0.1087,2.5641,95.801,10.92217,0,0,-0.05,0.00E+00
36.2318,24.8732,0,23.11,5.460016,54.600162,5.46E+04,1024.4113,24.3127,24.3112,28.5077,32.6112,0.438,0.5392,0.8624,2.916,0,0.0879,0.1099,2.5629,95.748,10.92213,0,0,-0.04,0.00E+00
36.225,24.8784,0,23.141,5.459682,54.596817,5.46E+04,1024.4047,24.306,24.3045,28.501,32.6045,0.436,0.5392,0.8448,2.9167,0,0.0879,0.1087,2.5629,95.755,10.92172,0,0,-0.04,0.00E+00
36.2257,24.8861,0,23.138,5.460596,54.60596,5.46E+04,1024.4028,24.3042,24.3026,28.499,32.6024,0.434,0.5392,0.8448,2.9174,0,0.0879,0.1087,2.5604,95.642,10.92039,0,0,-0.05,0.00E+00
36.2227,24.8979,0,23.162,5.461472,54.614721,5.46E+04,1024.3971,24.2983,24.2968,28.4931,32.5963,0.432,0.5392,0.8624,2.9181,0,0.0879,0.1099,2.5604,95.643,10.91863,0,0,-0.05,0.00E+00
36.2078,24.9002,0,23.172,5.459719,54.597195,5.46E+04,1024.3852,24.2864,24.2849,28.4812,32.5845,0.429,0.5392,0.8624,2.9188,0,0.0879,0.1099,2.5592,95.585,10.91927,0,0,-0.06,0.00E+00
36.1907,24.8881,0,23.181,5.456131,54.561306,5.46E+04,1024.3759,24.2771,24.2755,28.4721,32.5757,0.426,0.5392,0.8624,2.9194,0,0.0879,0.1099,2.5592,95.585,10.92242,0,0,-0.07,0.00E+00
36.1853,24.8515,0,23.211,5.451486,54.514859,5.45E+04,1024.3832,24.2842,24.2826,28.4797,32.5838,0.424,0.4728,0.8624,2.9201,0,0.0867,0.1099,2.5592,95.583,10.92887,0,0,-0.05,0.00E+00
36.1742,24.8258,0,23.214,5.447232,54.472318,5.45E+04,1024.3826,24.2836,24.2821,28.4796,32.584,0.421,0.5392,1.4778,2.9208,0,0.0879,0.1526,2.558,95.522,10.93391,0,0,-0.06,0.00E+00
36.1739,24.8057,0,23.235,5.445029,54.450294,5.45E+04,1024.3886,24.2895,24.2879,28.4857,32.5904,0.418,0.4728,1.7064,2.9215,0,0.0867,0.1685,2.5568,95.458,10.93728,0,0,-0.08,0.00E+00
36.1851,24.7874,0,23.253,5.444573,54.445732,5.44E+04,1024.4027,24.3035,24.302,28.4999,32.6048,0.416,0.4728,1.5305,2.9222,0,0.0867,0.1563,2.5568,95.449,10.93956,0,0,-0.05,0.00E+00
36.2106,24.7609,0,23.265,5.445136,54.451359,5.45E+04,1024.4301,24.3309,24.3293,28.5275,32.6325,0.413,0.4728,1.3196,2.9229,0,0.0867,0.1416,2.5556,95.381,10.94225,0,0,-0.08,0.00E+00
36.2195,24.7589,0,23.286,5.4461,54.460999,5.45E+04,1024.4375,24.3382,24.3366,28.5347,32.6398,0.411,0.4728,1.1789,2.9236,0,0.0867,0.1319,2.5556,95.371,10.94198,0,0,-0.05,0.00E+00
36.1803,24.8145,0,23.305,5.446839,54.468388,5.45E+04,1024.3911,24.2917,24.2901,28.4877,32.5923,0.409,0.4728,1.1262,2.9243,0,0.0867,0.1282,2.5556,95.367,10.93538,0,0,-0.05,0.00E+00
36.1446,24.8615,0,23.306,5.447125,54.471255,5.45E+04,1024.3498,24.2504,24.2488,28.446,32.5502,0.405,0.4728,1.0734,2.925,0,0.0867,0.1245,2.5531,95.238,10.92996,0,0,-0.08,0.00E+00
36.1222,24.8896,0,23.327,5.447133,54.471335,5.45E+04,1024.3244,24.2249,24.2233,28.4203,32.5242,0.403,0.4728,1.0382,2.9257,0,0.0867,0.1221,2.5531,95.226,10.92681,0,0,-0.07,0.00E+00
36.1163,24.8983,0,23.345,5.447277,54.472771,5.45E+04,1024.3173,24.2177,24.2162,28.4131,32.5169,0.4,0.4064,0.9855,2.9264,0,0.0855,0.1184,2.5531,95.211,10.92576,0,0,-0.06,0.00E+00
36.1193,24.8974,0,23.369,5.447577,54.475773,5.45E+04,1024.3199,24.2203,24.2187,28.4156,32.5194,0.398,0.4728,0.9503,2.9271,0,0.0867,0.116,2.5519,95.134,10.92571,0,0,-0.04,0.00E+00
36.1089,24.9055,0,23.379,5.44707,54.470698,5.45E+04,1024.3097,24.21,24.2084,28.4052,32.509,0.396,0.4728,0.9503,2.9278,0,0.0867,0.116,2.5519,95.116,10.92505,0,0,-0.05,0.00E+00
36.097,24.9089,0,23.397,5.445835,54.458351,5.45E+04,1024.2997,24.2,24.1984,28.3953,32.4991,0.395,0.4728,0.9327,2.9285,0,0.0867,0.1148,2.5519,95.101,10.92531,0,0,-0.04,0.00E+00
36.0917,24.9074,0,23.41,5.444968,54.449685,5.45E+04,1024.2962,24.1964,24.1948,28.3918,32.4956,0.392,0.4728,0.9152,2.9292,0,0.0867,0.1136,2.5519,95.087,10.92591,0,0,-0.06,0.00E+00
36.0936,24.9026,0,23.421,5.444702,54.447023,5.44E+04,1024.2992,24.1993,24.1977,28.3947,32.4986,0.39,0.4728,0.8976,2.9299,0,0.0867,0.1123,2.5507,95.014,10.92658,0,0,-0.04,0.00E+00
36.1009,24.8941,0,23.449,5.444762,54.447616,5.44E+04,1024.3074,24.2074,24.2058,28.4028,32.5068,0.389,0.4728,0.8976,2.9306,0,0.0867,0.1123,2.5507,94.997,10.92751,0,0,-0.03,0.00E+00
36.1528,24.8265,0,23.461,5.444458,54.444584,5.44E+04,1024.3672,24.2672,24.2656,28.4632,32.5678,0.388,0.4728,0.9152,2.9312,0,0.0867,0.1136,2.5507,94.978,10.93524,0,0,-0.02,0.00E+00
36.2458,24.699,0,23.482,5.443184,54.431841,5.44E+04,1024.4765,24.3763,24.3748,28.5735,32.6792,0.387,0.4728,0.9152,2.9319,0,0.0867,0.1136,2.5495,94.896,10.9502,0,0,-0.02,0.00E+00
36.309,24.6058,0,23.491,5.441571,54.415712,5.44E+04,1024.5526,24.4524,24.4508,28.6504,32.7569,0.386,0.4728,0.8976,2.9326,0,0.0867,0.1123,2.5495,94.876,10.9615,0,0,-0.03,0.00E+00
36.318,24.5823,0,23.525,5.440245,54.402447,5.44E+04,1024.5667,24.4663,24.4648,28.6646,32.7714,0.386,0.4728,0.8976,2.9333,0,0.0867,0.1123,2.5482,94.803,10.96482,0,0,-0.01,0.00E+00
36.3244,24.5649,0,23.525,5.439206,54.392055,5.44E+04,1024.5768,24.4764,24.4748,28.6749,32.7818,0.385,0.4728,0.9152,2.934,0,0.0867,0.1136,2.5482,94.79,10.96731,0,0,-0.03,0.00E+00
36.3092,24.5777,0,23.553,5.438567,54.385673,5.44E+04,1024.5615,24.461,24.4594,28.6594,32.7663,0.385,0.5392,0.9327,2.9347,0,0.0879,0.1148,2.5482,94.781,10.9662,0,0,0.01,0.00E+00
36.3058,24.5815,0,23.567,5.438521,54.385208,5.44E+04,1024.5579,24.4573,24.4557,28.6557,32.7625,0.384,0.5392,0.9327,2.9354,0,0.0879,0.1148,2.5482,94.774,10.9658,0,0,-0.02,0.00E+00
36.3382,24.5472,0,23.576,5.439138,54.391382,5.44E+04,1024.5928,24.4922,24.4907,28.6909,32.798,0.384,0.5392,0.9327,2.9361,0,0.0879,0.1148,2.547,94.706,10.96934,0,0,0,0.00E+00
36.3749,24.5179,0,23.604,5.440867,54.408671,5.44E+04,1024.6296,24.5288,24.5273,28.7277,32.8349,0.384,0.5392,0.9327,2.9368,0,0.0879,0.1148,2.5458,94.638,10.97175,0,0,0,0.00E+00
36.3936,24.5102,0,23.607,5.442507,54.42507,5.44E+04,1024.646,24.5453,24.5437,28.7441,32.8514,0.385,0.5392,0.9327,2.9375,0,0.0879,0.1148,2.5458,94.635,10.97178,0,0,0.01,0.00E+00
36.3907,24.5078,0,23.628,5.441869,54.418689,5.44E+04,1024.6447,24.5438,24.5423,28.7427,32.85,0.385,0.5392,0.9152,2.9382,0,0.0879,0.1136,2.5458,94.631,10.97238,0,0,0.01,0.00E+00
36.3853,24.4976,0,23.646,5.44006,54.400603,5.44E+04,1024.6437,24.5428,24.5413,28.7419,32.8493,0.385,0.5392,0.8976,2.9389,0,0.0879,0.1123,2.5458,94.63,10.97445,0,0,0.02,0.00E+00
36.3674,24.5046,0,23.67,5.438442,54.384419,5.44E+04,1024.6282,24.5272,24.5256,28.7262,32.8337,0.386,0.5392,0.9152,2.9396,0,0.0879,0.1136,2.5446,94.572,10.97449,0,0,0.02,0.00E+00
36.3357,24.5288,0,23.68,5.43684,54.368403,5.44E+04,1024.5969,24.4959,24.4943,28.6948,32.8021,0.387,0.5392,0.9152,2.9403,0,0.0879,0.1136,2.5446,94.576,10.97259,0,0,0.02,0.00E+00
36.2965,24.5666,0,23.698,5.435691,54.356906,5.44E+04,1024.5559,24.4548,24.4532,28.6534,32.7605,0.387,0.5392,0.8976,2.941,0,0.0879,0.1123,2.5446,94.584,10.96893,0,0,0.01,0.00E+00
36.2664,24.5958,0,23.711,5.434845,54.348453,5.43E+04,1024.5244,24.4232,24.4216,28.6216,32.7285,0.388,0.4728,0.9152,2.9417,0,0.0867,0.1136,2.5433,94.533,10.96606,0,0,0.01,0.00E+00
36.2227,24.6469,0,23.729,5.434519,54.345192,5.43E+04,1024.4759,24.3746,24.3731,28.5726,32.6791,0.388,0.4728,0.8976,2.9424,0,0.0867,0.1123,2.5433,94.54,10.96047,0,0,0.02,0.00E+00
36.1862,24.6915,0,23.742,5.434438,54.344382,5.43E+04,1024.4348,24.3335,24.3319,28.5311,32.6372,0.389,0.4728,0.9327,2.9431,0,0.0867,0.1148,2.5433,94.55,10.9555,0,0,0.01,0.00E+00
36.1534,24.7308,0,23.753,5.434281,54.342812,5.43E+04,1024.3981,24.2967,24.2952,28.494,32.5998,0.389,0.4728,0.9152,2.9438,0,0.0867,0.1136,2.5421,94.501,10.95116,0,0,0.01,0.00E+00
36.1448,24.7454,0,23.781,5.434712,54.347118,5.43E+04,1024.3873,24.2858,24.2843,28.483,32.5887,0.39,0.4728,0.9327,2.9444,0,0.0867,0.1148,2.5421,94.508,10.9493,0,0,0.03,0.00E+00
36.1428,24.751,0,23.784,5.435037,54.350369,5.44E+04,1024.3841,24.2826,24.2811,28.4797,32.5853,0.391,0.5392,0.9152,2.9451,0,0.0879,0.1136,2.5421,94.516,10.94851,0,0,0.01,0.00E+00
36.1357,24.7574,0,23.805,5.434771,54.347707,5.43E+04,1024.3768,24.2753,24.2737,28.4723,32.5779,0.391,0.5392,0.9152,2.9458,0,0.0879,0.1136,2.5421,94.528,10.94792,0,0,0,0.00E+00
36.1261,24.7656,0,23.823,5.434374,54.343736,5.43E+04,1024.3672,24.2655,24.264,28.4626,32.568,0.391,0.5392,0.9327,2.9465,0,0.0879,0.1148,2.5409,94.478,10.9472,0,0,0.01,0.00E+00
36.1221,24.773,0,23.826,5.434631,54.346311,5.43E+04,1024.3619,24.2603,24.2587,28.4572,32.5626,0.391,0.5392,0.9152,2.9472,0,0.0879,0.1136,2.5409,94.488,10.94624,0,0,-0.02,0.00E+00
36.124,24.7809,0,23.835,5.435738,54.357376,5.44E+04,1024.361,24.2593,24.2577,28.4561,32.5614,0.39,0.5392,0.9152,2.9479,0,0.0879,0.1136,2.5397,94.437,10.94478,0,0,-0.01,0.00E+00
36.131,24.7887,0,23.875,5.437507,54.375075,5.44E+04,1024.364,24.2622,24.2606,28.4589,32.5641,0.391,0.5392,0.8976,2.9486,0,0.0879,0.1123,2.5397,94.446,10.94301,0,0,0.03,0.00E+00
36.1427,24.7939,0,23.877,5.439637,54.396369,5.44E+04,1024.3714,24.2695,24.268,28.4661,32.5711,0.391,0.5392,0.8976,2.9493,0,0.0879,0.1123,2.5397,94.458,10.94135,0,0,0,0.00E+00
36.1501,24.7993,0,23.896,5.4412,54.412003,5.44E+04,1024.3754,24.2735,24.2719,28.4699,32.5749,0.391,0.6056,0.9327,2.95,0,0.0891,0.1148,2.5397,94.469,10.93995,0,0,0,0.00E+00
36.1459,24.8036,0,23.898,5.441099,54.410988,5.44E+04,1024.3709,24.269,24.2674,28.4654,32.5703,0.391,0.5392,0.9152,2.9507,0,0.0879,0.1136,2.5397,94.483,10.93952,0,0,0,0.00E+00
36.1421,24.7976,0,23.918,5.439945,54.399453,5.44E+04,1024.3699,24.2679,24.2663,28.4644,32.5694,0.39,0.5392,0.9327,2.9514,0,0.0879,0.1148,2.5397,94.491,10.94078,0,0,-0.02,0.00E+00
36.1417,24.7852,0,23.936,5.438572,54.385723,5.44E+04,1024.3736,24.2714,24.2699,28.4681,32.5733,0.39,0.5392,0.9327,2.9521,0,0.0879,0.1148,2.5385,94.441,10.94287,0,0,-0.01,0.00E+00
36.1337,24.7802,0,23.939,5.436963,54.369627,5.44E+04,1024.369,24.2668,24.2653,28.4636,32.5689,0.388,0.4728,0.9152,2.9528,0,0.0867,0.1136,2.5385,94.447,10.94424,0,0,-0.04,0.00E+00
36.1359,24.775,0,23.957,5.436705,54.367051,5.44E+04,1024.3723,24.2701,24.2686,28.467,32.5723,0.386,0.5392,0.8976,2.9535,0,0.0879,0.1123,2.5385,94.456,10.94496,0,0,-0.04,0.00E+00
36.1375,24.7809,0,23.97,5.437554,54.375542,5.44E+04,1024.3718,24.2695,24.268,28.4663,32.5715,0.385,0.5392,0.9327,2.9542,0,0.0879,0.1148,2.5372,94.408,10.94386,0,0,-0.02,0.00E+00
36.137,24.788,0,23.981,5.438243,54.382427,5.44E+04,1024.3693,24.267,24.2655,28.4637,32.5688,0.383,0.4728,0.9152,2.9549,0,0.0867,0.1136,2.536,94.355,10.94273,0,0,-0.05,0.00E+00
36.1497,24.7735,0,23.999,5.438387,54.383866,5.44E+04,1024.3834,24.281,24.2794,28.4778,32.583,0.382,0.4728,0.9152,2.9556,0,0.0867,0.1136,2.5372,94.417,10.94427,0,0,-0.04,0.00E+00
36.1656,24.7504,0,24.002,5.438019,54.380194,5.44E+04,1024.4024,24.3,24.2984,28.497,32.6025,0.38,0.5392,0.9327,2.9562,0,0.0879,0.1148,2.536,94.363,10.94706,0,0,-0.05,0.00E+00
36.1913,24.7007,0,24.03,5.436115,54.361151,5.44E+04,1024.4371,24.3346,24.333,28.5321,32.638,0.378,0.5392,0.9327,2.9569,0,0.0879,0.1148,2.536,94.364,10.95362,0,0,-0.04,0.00E+00
36.1775,24.6895,0,24.022,5.433083,54.330827,5.43E+04,1024.4301,24.3276,24.326,28.5253,32.6314,0.375,0.5392,0.9327,2.9576,0,0.0879,0.1148,2.536,94.369,10.95642,0,0,-0.06,0.00E+00
36.1661,24.6903,0,24.043,5.431651,54.316511,5.43E+04,1024.4213,24.3187,24.3171,28.5165,32.6227,0.373,0.4728,0.9152,2.9583,0,0.0867,0.1136,2.536,94.378,10.95706,0,0,-0.05,0.00E+00
36.1661,24.6925,0,24.061,5.431888,54.318876,5.43E+04,1024.4207,24.318,24.3164,28.5157,32.6219,0.37,0.4728,0.9327,2.959,0,0.0867,0.1148,2.536,94.382,10.95669,0,0,-0.07,0.00E+00
36.1875,24.6732,0,24.064,5.432665,54.326649,5.43E+04,1024.4428,24.3401,24.3385,28.538,32.6443,0.367,0.5392,0.9327,2.9597,0,0.0879,0.1148,2.5348,94.326,10.95848,0,0,-0.08,0.00E+00
36.2209,24.6353,0,24.082,5.433037,54.330372,5.43E+04,1024.4795,24.3768,24.3752,28.5749,32.6816,0.364,0.5392,0.9152,2.9604,0,0.0879,0.1136,2.5348,94.327,10.96255,0,0,-0.07,0.00E+00
36.2197,24.632,0,24.095,5.432531,54.325305,5.43E+04,1024.4797,24.3769,24.3753,28.5751,32.6818,0.362,0.4728,0.9503,2.9611,0,0.0867,0.116,2.5336,94.269,10.96318,0,0,-0.06,0.00E+00
36.2357,24.6049,0,24.106,5.431746,54.317456,5.43E+04,1024.5001,24.3972,24.3956,28.5957,32.7026,0.359,0.4728,0.9152,2.9618,0,0.0867,0.1136,2.5336,94.269,10.96663,0,0,-0.07,0.00E+00
36.2604,24.5706,0,24.113,5.431349,54.313493,5.43E+04,1024.5292,24.4263,24.4247,28.6251,32.7323,0.356,0.4728,0.9327,2.9625,0,0.0867,0.1148,2.5336,94.271,10.9707,0,0,-0.08,0.00E+00
36.2812,24.5472,0,24.125,5.43159,54.315904,5.43E+04,1024.5521,24.4491,24.4475,28.6481,32.7555,0.352,0.5392,0.9327,2.9632,0,0.0879,0.1148,2.5324,94.214,10.97322,0,0,-0.08,0.00E+00
36.294,24.5322,0,24.134,5.431679,54.316793,5.43E+04,1024.5663,24.4633,24.4617,28.6624,32.77,0.348,0.5392,0.9152,2.9639,0,0.0879,0.1136,2.5324,94.214,10.97487,0,0,-0.1,0.00E+00
36.3046,24.512,0,24.146,5.43092,54.309196,5.43E+04,1024.5805,24.4774,24.4758,28.6767,32.7845,0.345,0.5392,0.9327,2.9646,0,0.0879,0.1148,2.5324,94.217,10.97753,0,0,-0.08,0.00E+00
36.3029,24.498,0,24.167,5.429189,54.291889,5.43E+04,1024.5835,24.4804,24.4788,28.6799,32.7878,0.342,0.5392,0.9152,2.9653,0,0.0879,0.1136,2.5311,94.16,10.98,0,0,-0.07,0.00E+00
36.2864,24.5008,0,24.165,5.427302,54.273019,5.43E+04,1024.5702,24.4671,24.4655,28.6666,32.7746,0.338,0.5392,0.9503,2.966,0,0.0879,0.116,2.5311,94.161,10.98065,0,0,-0.09,0.00E+00
36.2712,24.5087,0,24.177,5.426137,54.261369,5.43E+04,1024.5564,24.4532,24.4516,28.6527,32.7607,0.334,0.5392,0.9503,2.9667,0,0.0879,0.116,2.5311,94.165,10.98036,0,0,-0.1,0.00E+00
36.2483,24.5331,0,24.195,5.425719,54.257186,5.43E+04,1024.5317,24.4285,24.4269,28.6278,32.7356,0.332,0.5392,0.9503,2.9674,0,0.0879,0.116,2.5311,94.168,10.97782,0,0,-0.06,0.00E+00
36.2211,24.5647,0,24.198,5.425499,54.254986,5.43E+04,1024.5016,24.3983,24.3967,28.5974,32.705,0.328,0.5392,0.9327,2.9681,0,0.0879,0.1148,2.5311,94.173,10.97436,0,0,-0.1,0.00E+00
36.2261,24.5607,0,24.216,5.425731,54.257308,5.43E+04,1024.5067,24.4033,24.4018,28.6025,32.71,0.325,0.5392,0.9327,2.9688,0,0.0879,0.1148,2.5311,94.179,10.9747,0,0,-0.07,0.00E+00
36.2559,24.5366,0,24.219,5.427107,54.271072,5.43E+04,1024.5366,24.4332,24.4316,28.6325,32.7401,0.321,0.5392,0.9327,2.9694,0,0.0879,0.1148,2.5311,94.185,10.97671,0,0,-0.08,0.00E+00
36.2866,24.5166,0,24.23,5.429032,54.290324,5.43E+04,1024.5658,24.4624,24.4608,28.6618,32.7696,0.318,0.5392,0.9327,2.9701,0,0.0879,0.1148,2.5311,94.189,10.97798,0,0,-0.09,0.00E+00
36.3007,24.5109,0,24.247,5.430286,54.302864,5.43E+04,1024.5783,24.4748,24.4732,28.6741,32.7819,0.315,0.5392,0.9679,2.9708,0,0.0879,0.1172,2.5299,94.132,10.97798,0,0,-0.07,0.00E+00
36.3117,24.5015,0,24.25,5.43073,54.307299,5.43E+04,1024.5895,24.4859,24.4844,28.6854,32.7932,0.311,0.5392,0.9679,2.9715,0,0.0879,0.1172,2.5299,94.134,10.97882,0,0,-0.1,0.00E+00
36.3131,24.4937,0,24.258,5.43008,54.300798,5.43E+04,1024.5929,24.4894,24.4878,28.6889,32.7968,0.307,0.5392,0.9679,2.9722,0,0.0879,0.1172,2.5299,94.138,10.98003,0,0,-0.09,0.00E+00
36.3038,24.4959,0,24.271,5.429088,54.290877,5.43E+04,1024.5852,24.4816,24.4801,28.6812,32.7891,0.304,0.5392,1.0031,2.9729,0,0.0879,0.1197,2.5299,94.145,10.98028,0,0,-0.08,0.00E+00
36.2978,24.5013,0,24.268,5.428868,54.288681,5.43E+04,1024.5791,24.4755,24.4739,28.675,32.7829,0.3,0.5392,0.9855,2.9736,0,0.0879,0.1184,2.5299,94.15,10.97979,0,0,-0.09,0.00E+00
36.2948,24.5046,0,24.292,5.428838,54.288385,5.43E+04,1024.576,24.4723,24.4707,28.6717,32.7796,0.297,0.5392,1.0031,2.9743,0,0.0879,0.1197,2.5299,94.157,10.97943,0,0,-0.08,0.00E+00
36.2924,24.5039,0,24.292,5.428433,54.284332,5.43E+04,1024.5743,24.4706,24.4691,28.6701,32.7781,0.293,0.5392,1.0031,2.975,0,0.0879,0.1197,2.5299,94.165,10.97972,0,0,-0.09,0.00E+00
36.2974,24.4908,0,24.299,5.427691,54.276905,5.43E+04,1024.5821,24.4784,24.4768,28.678,32.7861,0.289,0.5392,1.0031,2.9757,0,0.0879,0.1197,2.5299,94.17,10.98158,0,0,-0.09,0.00E+00
36.3089,24.4773,0,24.313,5.427763,54.277625,5.43E+04,1024.595,24.4912,24.4896,28.6909,32.7991,0.286,0.5392,0.9855,2.9764,0,0.0879,0.1184,2.5299,94.177,10.98307,0,0,-0.08,0.00E+00
36.3195,24.4684,0,24.32,5.428223,54.282228,5.43E+04,1024.6057,24.5019,24.5003,28.7017,32.8099,0.282,0.5392,1.0031,2.9771,0,0.0879,0.1197,2.5299,94.186,10.98383,0,0,-0.09,0.00E+00
36.3258,24.4616,0,24.323,5.428316,54.283158,5.43E+04,1024.6125,24.5087,24.5071,28.7085,32.8168,0.278,0.5392,1.0031,2.9778,0,0.0879,0.1197,2.5299,94.193,10.98456,0,0,-0.1,0.00E+00
36.3287,24.4584,0,24.33,5.428358,54.28358,5.43E+04,1024.6158,24.5119,24.5103,28.7118,32.8201,0.275,0.5392,0.9855,2.9785,0,0.0879,0.1184,2.5299,94.202,10.9849,0,0,-0.08,0.00E+00
36.3326,24.455,0,24.334,5.428506,54.285059,5.43E+04,1024.6197,24.5158,24.5142,28.7157,32.8241,0.27,0.5392,1.0031,2.9792,0,0.0879,0.1197,2.5299,94.212,10.98521,0,0,-0.1,0.00E+00
36.3388,24.4477,0,24.344,5.428552,54.285524,5.43E+04,1024.6266,24.5227,24.5211,28.7227,32.8311,0.267,0.5392,1.0207,2.9799,0,0.0879,0.1209,2.5287,94.163,10.986,0,0,-0.09,0.00E+00
36.3345,24.4411,0,24.351,5.427265,54.272651,5.43E+04,1024.6254,24.5214,24.5198,28.7215,32.83,0.263,0.5392,1.0031,2.9806,0,0.0879,0.1197,2.5287,94.169,10.98741,0,0,-0.09,0.00E+00
36.3262,24.4291,0,24.354,5.424881,54.248808,5.42E+04,1024.6228,24.5188,24.5172,28.7191,32.8278,0.258,0.5392,1.0207,2.9813,0,0.0879,0.1209,2.5287,94.176,10.98999,0,0,-0.11,0.00E+00
36.3287,24.4061,0,24.362,5.422733,54.227334,5.42E+04,1024.6316,24.5276,24.526,28.7282,32.8372,0.254,0.5392,1.0382,2.9819,0,0.0879,0.1221,2.5287,94.18,10.9937,0,0,-0.11,0.00E+00
36.3351,24.3839,0,24.354,5.421198,54.211981,5.42E+04,1024.6432,24.5392,24.5376,28.74,32.8492,0.249,0.6056,1.0382,2.9826,0,0.0891,0.1221,2.5287,94.186,10.99701,0,0,-0.1,0.00E+00
36.3324,24.3775,0,24.372,5.420152,54.20152,5.42E+04,1024.6431,24.539,24.5374,28.74,32.8493,0.245,0.5392,1.0207,2.9833,0,0.0879,0.1209,2.5287,94.194,10.99826,0,0,-0.1,0.00E+00
36.3252,24.3811,0,24.375,5.419587,54.195867,5.42E+04,1024.6366,24.5325,24.5309,28.7335,32.8428,0.241,0.5392,1.0207,2.984,0,0.0879,0.1209,2.5287,94.203,10.99815,0,0,-0.1,0.00E+00
36.3238,24.3786,0,24.382,5.41914,54.191397,5.42E+04,1024.6363,24.5322,24.5306,28.7332,32.8425,0.237,0.5392,1.0382,2.9847,0,0.0879,0.1221,2.5275,94.153,10.99866,0,0,-0.11,0.00E+00
36.3203,24.3783,0,24.375,5.418629,54.186293,5.42E+04,1024.6337,24.5296,24.528,28.7306,32.84,0.232,0.5392,1.0382,2.9854,0,0.0879,0.1221,2.5287,94.223,10.99896,0,0,-0.12,0.00E+00
36.3192,24.3766,0,24.386,5.418313,54.18313,5.42E+04,1024.6335,24.5293,24.5278,28.7304,32.8398,0.227,0.5392,1.0382,2.9861,0,0.0879,0.1221,2.5275,94.172,10.99932,0,0,-0.1,0.00E+00
36.3233,24.3707,0,24.393,5.418216,54.182162,5.42E+04,1024.6383,24.5342,24.5326,28.7353,32.8447,0.222,0.5392,1.0558,2.9868,0,0.0879,0.1233,2.5287,94.24,11.00003,0,0,-0.12,0.00E+00
36.3294,24.3631,0,24.396,5.418212,54.182121,5.42E+04,1024.6453,24.5411,24.5395,28.7423,32.8518,0.218,0.5392,1.0382,2.9875,0,0.0879,0.1221,2.5287,94.252,11.0009,0,0,-0.11,0.00E+00
36.3408,24.3493,0,24.393,5.418242,54.182418,5.42E+04,1024.6581,24.5539,24.5523,28.7552,32.8648,0.212,0.5392,1.0382,2.9882,0,0.0879,0.1221,2.5287,94.261,11.00244,0,0,-0.12,0.00E+00
36.3522,24.3356,0,24.396,5.418255,54.182547,5.42E+04,1024.6708,24.5666,24.565,28.768,32.8777,0.207,0.5392,1.0382,2.9889,0,0.0879,0.1221,2.5287,94.268,11.00399,0,0,-0.13,0.00E+00
36.354,24.3302,0,24.403,5.417917,54.179174,5.42E+04,1024.6738,24.5696,24.568,28.771,32.8808,0.202,0.5392,1.0558,2.9896,0,0.0879,0.1233,2.5275,94.219,11.00478,0,0,-0.12,0.00E+00
36.3536,24.3276,0,24.396,5.417593,54.175927,5.42E+04,1024.6743,24.5701,24.5685,28.7716,32.8814,0.196,0.5392,1.091,2.9903,0,0.0879,0.1258,2.5275,94.224,11.00524,0,0,-0.15,0.00E+00
